Sentence #;Word;POS;Tag
 ;amenazas;NOUN;O
 ;con;ADP;O
 ;las;DET;O
 ;pesquisas;NOUN;O
 ;que;PRON;O
 ;lleva;VERB;O
 ;a;ADP;O
 ;cabo;NOUN;O
 ;sobre;ADP;O
 ;casos;NOUN;O
 ;de;ADP;O
 ;robos;NOUN;O
 ;de;ADP;O
 ;niños;NOUN;O
 ;que;PRON;O
 ;apuntan;VERB;O
 ;al;ADP;O
 ;ámbito;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;Marina;PROPN;B-ORG
 ;de;ADP;I-ORG
 ;Guerra;PROPN;I-ORG
 ;con;ADP;O
 ;sede;NOUN;O
 ;en;ADP;O
 ;la;DET;O
 ;ciudad;NOUN;O
 ;de;ADP;O
 ;Mar;PROPN;B-LOC
 ;del;ADP;I-LOC
 ;Plata;PROPN;I-LOC
 ;,;PUNCT;O
 ;a;ADP;O
 ;unos;PRON;O
 ;400;NUM;O
 ;kilómetros;NOUN;O
 ;de;ADP;O
 ;Buenos;PROPN;B-LOC
 ;Aires;PROPN;I-LOC
 ;.;PUNCT;O
Sentence: 209;Uno;PRON;O
 ;de;ADP;O
 ;los;DET;O
 ;procesados;ADJ;O
 ;en;ADP;O
 ;esa;DET;O
 ;causa;NOUN;O
 ;es;AUX;O
 ;el;DET;O
 ;ex;ADJ;O
 ;marino;NOUN;O
 ;Policarpio;PROPN;B-PER
 ;Vázquez;PROPN;I-PER
 ;,;PUNCT;O
 ;quien;PRON;O
 ;confesó;VERB;O
 ;haber;AUX;O
 ;retenido;VERB;O
 ;a;ADP;O
 ;una;DET;O
 ;niña;NOUN;O
 ;que;PRON;O
 ;no;ADV;O
 ;era;AUX;O
 ;su;DET;O
 ;hija;NOUN;O
 ;por;ADP;O
 ;mandato;NOUN;O
 ;divino;ADJ;O
 ;.;PUNCT;O
Sentence: 210;Es;AUX;O
 ;una;DET;O
 ;lucha;NOUN;O
 ;en;ADP;O
 ;la;DET;O
 ;que;PRON;O
 ;se;PRON;O
 ;avanza;VERB;O
 ;un;DET;O
 ;paso;NOUN;O
 ;y;CCONJ;O
 ;se;PRON;O
 ;retroceden;VERB;O
 ;dos;NUM;O
 ;,;PUNCT;O
 ;advirtió;VERB;O
 ;la;DET;O
 ;juez;NOUN;O
 ;,;PUNCT;O
 ;quien;PRON;O
 ;añadió;VERB;O
 ;que;SCONJ;O
 ;no;ADV;O
 ;abandonará;VERB;O
 ;su;DET;O
 ;objetivo;NOUN;O
 ;de;ADP;O
 ;esclarecer;VERB;O
 ;casos;NOUN;O
 ;de;ADP;O
 ;niños;NOUN;O
 ;nacidos;ADJ;O
 ;en;ADP;O
 ;centros;NOUN;O
 ;clandestinos;ADJ;O
 ;de;ADP;O
 ;detención;NOUN;O
 ;y;CCONJ;O
 ;torturas;NOUN;O
 ;,;PUNCT;O
 ;donde;PRON;O
 ;sus;DET;O
 ;madres;NOUN;O
 ;estuvieron;AUX;O
 ;internadas;ADJ;O
 ;hasta;ADP;O
 ;su;DET;O
 ;desaparición;NOUN;O
 ;o;CCONJ;O
 ;que;SCONJ;O
 ;fueron;AUX;O
 ;secuestrados;VERB;O
 ;en;ADP;O
 ;sus;DET;O
 ;casas;NOUN;O
 ;.;PUNCT;O
Sentence: 211;En;ADP;O
 ;sus;DET;O
 ;cerca;ADV;O
 ;de;ADP;O
 ;veinte;NUM;O
 ;años;NOUN;O
 ;de;ADP;O
 ;existencia;NOUN;O
 ;,;PUNCT;O
 ;la;DET;O
 ;organización;NOUN;O
 ;humanitaria;ADJ;O
 ;Abuelas;PROPN;B-ORG
 ;de;ADP;I-ORG
 ;Plaza;PROPN;I-ORG
 ;de;ADP;I-ORG
 ;Mayo;PROPN;I-ORG
 ;ha;AUX;O
 ;logrado;VERB;O
 ;restituir;VERB;O
 ;a;ADP;O
 ;66;NUM;O
 ;niños;NOUN;O
 ;cuyas;PRON;O
 ;identidades;NOUN;O
 ;fueron;AUX;O
 ;cambiadas;VERB;O
 ;por;ADP;O
 ;las;DET;O
 ;personas;NOUN;O
 ;que;PRON;O
 ;los;PRON;O
 ;adoptaron;VERB;O
 ;ilegalmente;ADV;O
 ;o;CCONJ;O
 ;los;PRON;O
 ;acogieron;VERB;O
 ;de;ADP;O
 ;buena;ADJ;O
 ;fe;NOUN;O
 ;,;PUNCT;O
 ;aunque;SCONJ;O
 ;consideran;VERB;O
 ;que;SCONJ;O
 ;,;PUNCT;O
 ;al;ADP;O
 ;menos;ADV;O
 ;,;PUNCT;O
 ;200;NUM;O
 ;chicos;NOUN;O
 ;fueron;AUX;O
 ;sustraídos;VERB;O
 ;a;ADP;O
 ;sus;DET;O
 ;familias;NOUN;O
 ;.;PUNCT;O
Sentence: 212;En;ADP;O
 ;otra;DET;O
 ;causa;NOUN;O
 ;similar;ADJ;O
 ;a;ADP;O
 ;la;DET;O
 ;que;PRON;O
 ;tramita;VERB;O
 ;Servini;PROPN;B-PER
 ;de;ADP;I-PER
 ;Cubría;PROPN;I-PER
 ;,;PUNCT;O
 ;el;DET;O
 ;juez;NOUN;O
 ;Adolfo;PROPN;B-PER
 ;Bagnasco;PROPN;I-PER
 ;mantiene;VERB;O
 ;desde;ADP;O
 ;finales;NOUN;O
 ;de;ADP;O
 ;1998;NOUN;O
 ;bajo;ADJ;O
 ;arresto;NOUN;O
 ;domiciliario;ADJ;O
 ;a;ADP;O
 ;varios;DET;O
 ;ex;ADJ;O
 ;jefes;NOUN;O
 ;del;ADP;O
 ;régimen;NOUN;O
 ;militar;ADJ;O
 ;acusados;ADJ;O
 ;del;ADP;O
 ;diseño;NOUN;O
 ;de;ADP;O
 ;un;DET;O
 ;plan;NOUN;O
 ;sistemático;ADJ;O
 ;para;ADP;O
 ;el;DET;O
 ;secuestro;NOUN;O
 ;de;ADP;O
 ;niños;NOUN;O
 ;.;PUNCT;O
Sentence: 213;Barcelona;PROPN;B-LOC
 ;,;PUNCT;O
 ;23;NUM;O
 ;may;NOUN;O
 ;(;PUNCT;O
 ;EFE;PROPN;B-ORG
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 214;-;PUNCT;O
 ;El;DET;O
 ;abogado;NOUN;O
 ;Josep;PROPN;B-PER
 ;Lluís;PROPN;I-PER
 ;Vilaseca;PROPN;I-PER
 ;,;PUNCT;O
 ;de;ADP;O
 ;42;NUM;O
 ;años;NOUN;O
 ;de;ADP;O
 ;edad;NOUN;O
 ;,;PUNCT;O
 ;ha;AUX;O
 ;sido;AUX;O
 ;elegido;VERB;O
 ;hoy;ADV;O
 ;presidente;NOUN;O
 ;del;ADP;O
 ;Patronat;PROPN;B-ORG
 ;de;ADP;I-ORG
 ;la;DET;I-ORG
 ;Muntanya;PROPN;I-ORG
 ;de;ADP;I-ORG
 ;Montserrat;PROPN;I-ORG
 ;,;PUNCT;O
 ;que;PRON;O
 ;ha;AUX;O
 ;celebrado;VERB;O
 ;su;DET;O
 ;sesión;NOUN;O
 ;plenaria;ADJ;O
 ;en;ADP;O
 ;el;DET;O
 ;Palau;PROPN;B-LOC
 ;de;ADP;I-LOC
 ;la;DET;I-LOC
 ;Generalitat;PROPN;I-LOC
 ;con;ADP;O
 ;la;DET;O
 ;presencia;NOUN;O
 ;del;ADP;O
 ;president;NOUN;O
 ;Jordi;PROPN;B-PER
 ;Pujol;PROPN;I-PER
 ;.;PUNCT;O
Sentence: 215;Vilaseca;PROPN;B-PER
 ;sustituye;VERB;O
 ;en;ADP;O
 ;la;DET;O
 ;presidencia;NOUN;O
 ;del;ADP;O
 ;patronato;NOUN;O
 ;a;ADP;O
 ;Xavier;PROPN;B-PER
 ;Millet;PROPN;I-PER
 ;,;PUNCT;O
 ;que;PRON;O
 ;ha;AUX;O
 ;presentado;VERB;O
 ;su;DET;O
 ;renuncia;NOUN;O
 ;al;ADP;O
 ;considerar;VERB;O
 ;que;SCONJ;O
 ;había;AUX;O
 ;cubierto;VERB;O
 ;sus;DET;O
 ;objetivos;NOUN;O
 ;fijados;ADJ;O
 ;cuando;SCONJ;O
 ;accedió;VERB;O
 ;al;ADP;O
 ;cargo;NOUN;O
 ;en;ADP;O
 ;1990;NOUN;O
 ;.;PUNCT;O
Sentence: 216;El;DET;O
 ;abad;PROPN;O
 ;de;ADP;O
 ;Montserrat;PROPN;B-LOC
 ;Josep;PROPN;B-PER
 ;Maria;PROPN;I-PER
 ;Soler;PROPN;I-PER
 ;ha;AUX;O
 ;informado;VERB;O
 ;en;ADP;O
 ;la;DET;O
 ;sesión;NOUN;O
 ;plenaria;ADJ;O
 ;del;ADP;O
 ;patronato;NOUN;O
 ;de;ADP;O
 ;la;DET;O
 ;inversión;NOUN;O
 ;de;ADP;O
 ;7.000;NUM;O
 ;millones;NOUN;O
 ;de;ADP;O
 ;pesetas;NOUN;O
 ;prevista;ADJ;O
 ;por;ADP;O
 ;Ferrocarrils;PROPN;B-ORG
 ;de;ADP;I-ORG
 ;la;DET;I-ORG
 ;Generalitat;PROPN;I-ORG
 ;de;ADP;I-ORG
 ;Catalunya;PROPN;I-ORG
 ;para;ADP;O
 ;construir;VERB;O
 ;el;DET;O
 ;tren;NOUN;O
 ;cremallera;ADJ;O
 ;que;PRON;O
 ;enlazará;VERB;O
 ;la;DET;O
 ;abadía;NOUN;O
 ;con;ADP;O
 ;la;DET;O
 ;red;NOUN;O
 ;ferroviaria;ADJ;O
 ;.;PUNCT;O
Sentence: 217;Las;DET;O
 ;obras;NOUN;O
 ;para;ADP;O
 ;construir;VERB;O
 ;esta;DET;O
 ;vía;NOUN;O
 ;férrea;ADJ;O
 ;comenzarán;VERB;O
 ;el;DET;O
 ;último;ADJ;O
 ;trimestre;NOUN;O
 ;de;ADP;O
 ;este;DET;O
 ;año;NOUN;O
 ;y;CCONJ;O
 ;se;PRON;O
 ;prolongarán;VERB;O
 ;durante;ADP;O
 ;dos;NUM;O
 ;años;NOUN;O
 ;aproximadamente;ADV;O
 ;.;PUNCT;O
Sentence: 218;París;PROPN;B-LOC
 ;,;PUNCT;O
 ;23;NUM;O
 ;may;NOUN;O
 ;(;PUNCT;O
 ;EFECOM;PROPN;B-ORG
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 219;-;PUNCT;O
 ;Los;DET;O
 ;accionistas;NOUN;O
 ;del;ADP;O
 ;banco;NOUN;O
 ;francés;ADJ;O
 ;BNP;PROPN;B-ORG
 ;aprobaron;VERB;O
 ;hoy;ADV;O
 ;de;ADP;O
 ;forma;NOUN;O
 ;definitiva;ADJ;O
 ;su;DET;O
 ;fusión;NOUN;O
 ;con;ADP;O
 ;el;DET;O
 ;banco;NOUN;O
 ;de;ADP;O
 ;negocios;PROPN;O
 ;Paribas;PROPN;B-ORG
 ;,;PUNCT;O
 ;consumada;ADJ;O
 ;en;ADP;O
 ;la;DET;O
 ;práctica;NOUN;O
 ;desde;ADP;O
 ;agosto;NOUN;O
 ;pasado;ADJ;O
 ;,;PUNCT;O
 ;lo;PRON;O
 ;que;PRON;O
 ;crea;VERB;O
 ;la;DET;O
 ;primera;ADJ;O
 ;entidad;NOUN;O
 ;financiera;ADJ;O
 ;del;ADP;O
 ;país;NOUN;O
 ;y;CCONJ;O
 ;la;DET;O
 ;cuarta;ADJ;O
 ;europea;ADJ;O
 ;en;ADP;O
 ;términos;NOUN;O
 ;de;ADP;O
 ;capitales;NOUN;O
 ;propios;ADJ;O
 ;.;PUNCT;O
Sentence: 220;En;ADP;O
 ;una;DET;O
 ;asamblea;NOUN;O
 ;general;ADJ;O
 ;extraordinaria;ADJ;O
 ;,;PUNCT;O
 ;los;DET;O
 ;accionistas;NOUN;O
 ;decidieron;VERB;O
 ;que;SCONJ;O
 ;la;DET;O
 ;fusión;NOUN;O
 ;tendrá;VERB;O
 ;carácter;NOUN;O
 ;retroactivo;ADJ;O
 ;con;ADP;O
 ;fecha;NOUN;O
 ;de;ADP;O
 ;1;NUM;O
 ;de;ADP;O
 ;enero;NOUN;O
 ;del;ADP;O
 ;2000;NUM;O
 ;y;CCONJ;O
 ;modificó;VERB;O
 ;la;DET;O
 ;denominación;NOUN;O
 ;social;ADJ;O
 ;de;ADP;O
 ;la;DET;O
 ;entidad;NOUN;O
 ;,;PUNCT;O
 ;que;PRON;O
 ;a;ADP;O
 ;partir;NOUN;O
 ;de;ADP;O
 ;ahora;ADV;O
 ;se;PRON;O
 ;llamará;VERB;O
 ;BNP-Paribas;PROPN;B-ORG
 ;.;PUNCT;O
Sentence: 221;La;DET;O
 ;asamblea;NOUN;O
 ;nombró;VERB;O
 ;como;SCONJ;O
 ;administradores;NOUN;O
 ;a;ADP;O
 ;Claude;PROPN;B-PER
 ;Bebear;PROPN;I-PER
 ;,;PUNCT;O
 ;Michel;PROPN;B-PER
 ;Francois;PROPN;I-PER
 ;Poncet;PROPN;I-PER
 ;,;PUNCT;O
 ;Paul;PROPN;B-PER
 ;Louis;PROPN;I-PER
 ;Halley;PROPN;I-PER
 ;y;CCONJ;O
 ;Denis;PROPN;B-PER
 ;Kessler;PROPN;I-PER
 ;y;CCONJ;O
 ;el;DET;O
 ;presidente;NOUN;O
 ;del;ADP;O
 ;banco;NOUN;O
 ;continuará;VERB;O
 ;siendo;AUX;O
 ;Michel;PROPN;B-PER
 ;Pébereau;PROPN;I-PER
 ;.;PUNCT;O
Sentence: 222;A;ADP;O
 ;partir;NOUN;O
 ;de;ADP;O
 ;mañana;ADV;O
 ;,;PUNCT;O
 ;los;DET;O
 ;responsables;NOUN;O
 ;operativos;ADJ;O
 ;tendrán;VERB;O
 ;ya;ADV;O
 ;plenos;ADJ;O
 ;poderes;NOUN;O
 ;efectivos;ADJ;O
 ;para;ADP;O
 ;llevar;VERB;O
 ;adelante;ADV;O
 ;la;DET;O
 ;política;NOUN;O
 ;de;ADP;O
 ;absorción;NOUN;O
 ;de;ADP;O
 ;Paribas;PROPN;B-ORG
 ;por;ADP;O
 ;BNP;PROPN;B-ORG
 ;en;ADP;O
 ;la;DET;O
 ;que;PRON;O
 ;están;AUX;O
 ;ocupados;ADJ;O
 ;450;NUM;O
 ;grupos;NOUN;O
 ;de;ADP;O
 ;trabajos;NOUN;O
 ;de;ADP;O
 ;un;DET;O
 ;conglomerado;NOUN;O
 ;que;PRON;O
 ;cuenta;VERB;O
 ;con;ADP;O
 ;77.000;NUM;O
 ;empleados;NOUN;O
 ;.;PUNCT;O
Sentence: 223;La;DET;O
 ;fusión;NOUN;O
 ;BNP-Paribas;PROPN;B-ORG
 ;fue;AUX;O
 ;el;DET;O
 ;producto;NOUN;O
 ;de;ADP;O
 ;una;DET;O
 ;larga;ADJ;O
 ;y;CCONJ;O
 ;agria;ADJ;O
 ;guerra;NOUN;O
 ;bancaria;ADJ;O
 ;que;PRON;O
 ;comenzó;VERB;O
 ;a;ADP;O
 ;comienzos;NOUN;O
 ;de;ADP;O
 ;1999;NOUN;O
 ;cuando;SCONJ;O
 ;Société;PROPN;B-ORG
 ;Générale;PROPN;I-ORG
 ;(;PUNCT;O
 ;SG;PROPN;B-ORG
 ;);PUNCT;O
 ;y;CCONJ;O
 ;Paribas;PROPN;B-ORG
 ;anunciaron;VERB;O
 ;un;DET;O
 ;acuerdo;NOUN;O
 ;amistoso;ADJ;O
 ;para;ADP;O
 ;fusionarse;VERB;O
 ;,;PUNCT;O
 ;a;ADP;O
 ;lo;PRON;O
 ;que;PRON;O
 ;replicó;VERB;O
 ;un;DET;O
 ;mes;NOUN;O
 ;más;ADV;O
 ;tarde;ADV;O
 ;una;DET;O
 ;oferta;NOUN;O
 ;pública;ADJ;O
 ;de;ADP;O
 ;adquisición;NOUN;O
 ;de;ADP;O
 ;acciones;NOUN;O
 ;(;PUNCT;O
 ;OPA;PROPN;B-MISC
 ;);PUNCT;O
 ;hostil;ADJ;O
 ;de;ADP;O
 ;BNP;PROPN;B-ORG
 ;sobre;ADP;O
 ;las;DET;O
 ;dos;NUM;O
 ;entidades;NOUN;O
 ;anteriores;ADJ;O
 ;.;PUNCT;O
Sentence: 224;Tras;ADP;O
 ;seis;NUM;O
 ;meses;NOUN;O
 ;de;ADP;O
 ;batallas;NOUN;O
 ;,;PUNCT;O
 ;SG;PROPN;B-ORG
 ;y;CCONJ;O
 ;Paribas;PROPN;B-ORG
 ;tuvieron;VERB;O
 ;que;SCONJ;O
 ;renunciar;VERB;O
 ;a;ADP;O
 ;su;DET;O
 ;proyecto;NOUN;O
 ;,;PUNCT;O
 ;y;CCONJ;O
 ;BNP;PROPN;B-ORG
 ;al;ADP;O
 ;suyo;DET;O
 ;de;ADP;O
 ;fusión;NOUN;O
 ;a;ADP;O
 ;tres;NUM;O
 ;bandas;NOUN;O
 ;,;PUNCT;O
 ;pero;CCONJ;O
 ;consiguió;VERB;O
 ;absorber;VERB;O
 ;al;ADP;O
 ;más;ADV;O
 ;pequeño;ADJ;O
 ;de;ADP;O
 ;los;DET;O
 ;tres;NUM;O
 ;,;PUNCT;O
 ;en;ADP;O
 ;virtud;NOUN;O
 ;del;ADP;O
 ;veredicto;NOUN;O
 ;del;ADP;O
 ;Comité;PROPN;B-ORG
 ;de;ADP;I-ORG
 ;Entidades;PROPN;I-ORG
 ;de;ADP;I-ORG
 ;Crédito;PROPN;I-ORG
 ;.;PUNCT;O
Sentence: 225;Inversiones;PROPN;I-ORG
 ;(;PUNCT;O
 ;CECEI;PROPN;B-ORG
 ;);PUNCT;O
 ;que;PRON;O
 ;interpretó;VERB;O
 ;el;DET;O
 ;resultado;NOUN;O
 ;del;ADP;O
 ;recuento;NOUN;O
 ;de;ADP;O
 ;las;DET;O
 ;acciones;NOUN;O
 ;aportadas;ADJ;O
 ;a;ADP;O
 ;las;DET;O
 ;diferentes;DET;O
 ;OPAs;PROPN;B-MISC
 ;a;ADP;O
 ;finales;NOUN;O
 ;de;ADP;O
 ;agosto;NOUN;O
 ;.;PUNCT;O
Sentence: 226;En;ADP;O
 ;un;DET;O
 ;comunicado;NOUN;O
 ;,;PUNCT;O
 ;el;DET;O
 ;nuevo;ADJ;O
 ;banco;NOUN;O
 ;resultante;ADJ;O
 ;de;ADP;O
 ;la;DET;O
 ;fusión;NOUN;O
 ;destacó;VERB;O
 ;que;SCONJ;O
 ;BNP;PROPN;B-ORG
 ;y;CCONJ;O
 ;Paribas;PROPN;B-ORG
 ;se;PRON;O
 ;han;AUX;O
 ;demostrado;VERB;O
 ;extremadamente;ADV;O
 ;complementarios;ADJ;O
 ;en;ADP;O
 ;términos;NOUN;O
 ;de;ADP;O
 ;actividades;NOUN;O
 ;,;PUNCT;O
 ;de;ADP;O
 ;saber;AUX;O
 ;hacer;VERB;O
 ;y;CCONJ;O
 ;de;ADP;O
 ;cobertura;NOUN;O
 ;geográfica;ADJ;O
 ;y;CCONJ;O
 ;recordó;VERB;O
 ;que;SCONJ;O
 ;los;DET;O
 ;grandes;ADJ;O
 ;clientes;NOUN;O
 ;internacionales;ADJ;O
 ;son;AUX;O
 ;muy;ADV;O
 ;sensibles;ADJ;O
 ;a;ADP;O
 ;la;DET;O
 ;superficie;NOUN;O
 ;y;CCONJ;O
 ;al;ADP;O
 ;poder;NOUN;O
 ;de;ADP;O
 ;los;DET;O
 ;bancos;NOUN;O
 ;.;PUNCT;O
Sentence: 227;BNP-Paribas;PROPN;B-ORG
 ;divide;VERB;O
 ;su;DET;O
 ;actividad;NOUN;O
 ;en;ADP;O
 ;seis;NUM;O
 ;negocios;NOUN;O
 ;:;PUNCT;O
 ;la;DET;O
 ;banca;NOUN;O
 ;de;ADP;O
 ;detalle;NOUN;O
 ;en;ADP;O
 ;Francia;PROPN;B-LOC
 ;con;ADP;O
 ;2.100;NUM;O
 ;sucursales;NOUN;O
 ;,;PUNCT;O
 ;la;DET;O
 ;banca;NOUN;O
 ;de;ADP;O
 ;detalle;NOUN;O
 ;en;ADP;O
 ;el;DET;O
 ;extranjero;NOUN;O
 ;(;PUNCT;O
 ;con;ADP;O
 ;sus;DET;O
 ;filiales;NOUN;O
 ;BankWest;PROPN;B-ORG
 ;y;CCONJ;O
 ;BNPI-SFOM;PROPN;B-ORG
 ;);PUNCT;O
 ;,;PUNCT;O
 ;los;DET;O
 ;servicios;NOUN;O
 ;financieros;ADJ;O
 ;especializados;ADJ;O
 ;,;PUNCT;O
 ;la;DET;O
 ;banca;NOUN;O
 ;de;ADP;O
 ;inversión;NOUN;O
 ;,;PUNCT;O
 ;la;DET;O
 ;gestión;NOUN;O
 ;de;ADP;O
 ;activos;NOUN;O
 ;y;CCONJ;O
 ;Paribas;PROPN;B-ORG
 ;Capital;PROPN;I-ORG
 ;(;PUNCT;O
 ;con;ADP;O
 ;su;DET;O
 ;cartera;NOUN;O
 ;industrial;ADJ;O
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 228;Las;DET;O
 ;dos;NUM;O
 ;entidades;NOUN;O
 ;que;PRON;O
 ;constituyen;VERB;O
 ;el;DET;O
 ;nuevo;ADJ;O
 ;conglomerado;NOUN;O
 ;tuvieron;VERB;O
 ;en;ADP;O
 ;1999;NOUN;O
 ;unos;DET;O
 ;beneficios;NOUN;O
 ;de;ADP;O
 ;3.270;NUM;O
 ;millones;NOUN;O
 ;de;ADP;O
 ;euros;NOUN;O
 ;,;PUNCT;O
 ;un;DET;O
 ;54;NUM;O
 ;por;ADP;O
 ;ciento;NUM;O
 ;más;ADV;O
 ;que;SCONJ;O
 ;el;DET;O
 ;año;NOUN;O
 ;anterior;ADJ;O
 ;,;PUNCT;O
 ;y;CCONJ;O
 ;en;ADP;O
 ;el;DET;O
 ;primer;ADJ;O
 ;trimestre;NOUN;O
 ;volvieron;VERB;O
 ;a;ADP;O
 ;aumentar;VERB;O
 ;un;DET;O
 ;22,4;NUM;O
 ;por;ADP;O
 ;ciento;NUM;O
 ;respecto;NOUN;O
 ;al;ADP;O
 ;mismo;DET;O
 ;periodo;NOUN;O
 ;del;ADP;O
 ;ejercicio;NOUN;O
 ;anterior;ADJ;O
 ;a;ADP;O
 ;1.350;NUM;O
 ;millones;NOUN;O
 ;de;ADP;O
 ;euros;NOUN;O
 ;.;PUNCT;O
Sentence: 229;Uno;PRON;O
 ;de;ADP;O
 ;los;DET;O
 ;principales;ADJ;O
 ;potenciales;NOUN;O
 ;de;ADP;O
 ;crecimiento;NOUN;O
 ;son;AUX;O
 ;sus;DET;O
 ;actividades;NOUN;O
 ;en;ADP;O
 ;internet;PROPN;O
 ;,;PUNCT;O
 ;ya;ADV;O
 ;que;SCONJ;O
 ;se;PRON;O
 ;trata;VERB;O
 ;del;ADP;O
 ;número;NOUN;O
 ;uno;PRON;O
 ;de;ADP;O
 ;la;DET;O
 ;banca;NOUN;O
 ;en;ADP;O
 ;línea;NOUN;O
 ;con;ADP;O
 ;360.000;NUM;O
 ;clientes;NOUN;O
 ;actualmente;ADV;O
 ;,;PUNCT;O
 ;frente;NOUN;O
 ;a;ADP;O
 ;los;DET;O
 ;100.000;NUM;O
 ;con;ADP;O
 ;los;DET;O
 ;que;PRON;O
 ;contaba;VERB;O
 ;en;ADP;O
 ;septiembre;NOUN;O
 ;pasado;ADJ;O
 ;.;PUNCT;O
Sentence: 230;Entre;ADP;O
 ;el;DET;O
 ;.;PUNCT;O
Sentence: 231;y;CCONJ;O
 ;el;DET;O
 ;22;NUM;O
 ;de;ADP;O
 ;junio;NOUN;O
 ;próximos;ADJ;O
 ;,;PUNCT;O
 ;el;DET;O
 ;banco;NOUN;O
 ;procederá;VERB;O
 ;a;ADP;O
 ;un;DET;O
 ;aumento;NOUN;O
 ;de;ADP;O
 ;capital;NOUN;O
 ;abierto;ADJ;O
 ;a;ADP;O
 ;todos;DET;O
 ;los;DET;O
 ;empleados;NOUN;O
 ;del;ADP;O
 ;banco;NOUN;O
 ;.;PUNCT;O
Sentence: 232;En;ADP;O
 ;la;DET;O
 ;asamblea;NOUN;O
 ;general;ADJ;O
 ;,;PUNCT;O
 ;los;DET;O
 ;accionistas;NOUN;O
 ;aprobaron;VERB;O
 ;todas;DET;O
 ;las;DET;O
 ;resoluciones;NOUN;O
 ;presentadas;ADJ;O
 ;por;ADP;O
 ;el;DET;O
 ;Consejo;PROPN;B-ORG
 ;de;ADP;I-ORG
 ;administración;PROPN;I-ORG
 ;,;PUNCT;O
 ;entre;ADP;O
 ;ellas;PRON;O
 ;la;DET;O
 ;distribución;NOUN;O
 ;de;ADP;O
 ;un;DET;O
 ;dividendo;NOUN;O
 ;neto;ADJ;O
 ;de;ADP;O
 ;1,75;NUM;O
 ;euros;NOUN;O
 ;,;PUNCT;O
 ;frente;NOUN;O
 ;a;ADP;O
 ;los;DET;O
 ;1,5;NUM;O
 ;euros;NOUN;O
 ;del;ADP;O
 ;ejercicio;NOUN;O
 ;precedente;ADJ;O
 ;.;PUNCT;O
Sentence: 233;EFECOM;NOUN;B-ORG
 ;ac-c;VERB;B-MISC
 ;La;DET;B-LOC
 ;Paz;PROPN;I-LOC
 ;,;PUNCT;O
 ;23;NUM;O
 ;may;NOUN;O
 ;(;PUNCT;O
 ;EFE;PROPN;B-ORG
 ;);PUNCT;O
 ;.;PUNCT;O
Sentence: 234;-;PUNCT;O
 ;El;DET;O
 ;gobierno;NOUN;O
 ;de;ADP;O
 ;Bolivia;PROPN;B-LOC
 ;autorizará;VERB;O
 ;a;ADP;O
 ;la;DET;O
 ;empresa;NOUN;O
 ;estatal;ADJ;O
 ;brasileña;ADJ;O
 ;Petrobras;PROPN;B-ORG
 ;la;DET;O
 ;construcción;NOUN;O
 ;de;ADP;O
 ;un;DET;O
 ;gasoducto;NOUN;O
 ;propio;ADJ;O
 ;en;ADP;O
 ;el;DET;O
 ;sur;NOUN;O
 ;del;ADP;O
 ;territorio;NOUN;O
 ;boliviano;ADJ;O
 ;,;PUNCT;O
 ;informó;VERB;O
 ;hoy;ADV;O
 ;el;DET;O
 ;ministro;NOUN;O
 ;de;ADP;O
 ;Desarrollo;PROPN;B-MISC
 ;Económico;PROPN;I-MISC
 ;de;ADP;O
 ;este;DET;O
 ;país;NOUN;O
 ;,;PUNCT;O
 ;José;PROPN;B-PER
 ;Luis;PROPN;I-PER
 ;Lupo;PROPN;I-PER
 ;.;PUNCT;O
Sentence: 235;El;DET;O
 ;anuncio;NOUN;O
 ;fue;AUX;O
 ;realizado;VERB;O
 ;al;ADP;O
 ;término;NOUN;O
 ;de;ADP;O
 ;una;DET;O
 ;visita;NOUN;O
 ;de;ADP;O
 ;24;NUM;O
 ;horas;NOUN;O
 ;a;ADP;O
 ;Bolivia;PROPN;B-LOC
 ;del;ADP;O
 ;ministro;NOUN;O
 ;brasileño;ADJ;O
 ;de;ADP;O
 ;Minas;PROPN;B-MISC
 ;y;PUNCT;O
;Energía;PROPN;I-MISC
 ;,;PUNCT;O
 ;Rodolpho;PROPN;B-PER
 ;Tourinho;PROPN;I-PER
 ;,;PUNCT;O
 ;y;CCONJ;O
 ;del;ADP;O
 ;presidente;NOUN;O
 ;de;ADP;O
 ;Petrobras;PROPN;B-ORG
 ;,;PUNCT;O
 ;Philippe;PROPN;B-PER
 ;Reichstuhl;PROPN;I-PER
 ;,;PUNCT;O
 ;que;PRON;O
 ;están;AUX;O
 ;interesados;ADJ;O
 ;en;ADP;O
 ;aumentar;VERB;O
 ;los;DET;O
 ;acuerdos;NOUN;O
 ;de;ADP;O
 ;integración;NOUN;O
 ;energética;ADJ;O
 ;entre;ADP;O
 ;los;DET;O
 ;dos;NUM;O
 ;países;NOUN;O
 ;.;PUNCT;O
Sentence: 237;Tourinho;PROPN;B-PER
 ;y;CCONJ;O
 ;Lupo;PROPN;B-PER
 ;firmaron;VERB;O
 ;un;DET;O
 ;memorando;NOUN;O
 ;de;ADP;O
 ;entendimiento;NOUN;O
 ;tras;ADP;O
 ;la;DET;O
